customer_id,customer_name,cohort,integration_type,customer_active,site_cams_total,cams_on_schedule,cams_orphan,schedules_running,schedules_paused,schedules_deleted,camera_id,camera_name,reason_class,reason
37325,Site 3,B,autopatrol,True,7,0,7,0,0,3,411386,Factory 1 camera (1),all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=170 'Raise' status=Deleted; id=190 'VCH' status=Deleted; id=257 'VCH Demo' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412320,Conference Room,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412321,Main Office,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412322,Corridor,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412323,Finance Office,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412324,City,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412325,Building Side Entrance,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412326,Tenant Lounge,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412327,Tenant Lounge Entrance,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412328,Stairwell,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412329,Stairwell Entrance,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412330,Elevator,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37458,400 North Ashley GF 1 (1),B,autopatrol,True,12,0,12,0,0,1,412331,Riverwalk,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=136 'asdfasdf' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416279,ECBsmntRm14,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416280,EG2ndFlrElevatorLobby,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416281,ECBsmntRm18,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416282,ECRoofStairs,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416283,EGTherapyRoom3,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416284,EG2ndFlrOfficeNurseEntrance,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416285,EGAveYMcDonald,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416286,EGRoom312,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416287,ECAveMEntrance,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416288,BHSRoom111,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416289,EG2ndFlrHallway,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416290,EBRoom310,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
37980,hanwha,B,autopatrol,True,13,0,13,0,0,1,416291,EGRoom318,all-schedules-deleted,All 1 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=157 'Test Device Workers 1' status=Deleted
38235,EB,B,autopatrol,True,3,0,3,0,0,3,417857,Hallway Alarm camera (1),all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=168 'Raise' status=Deleted; id=167 'Remote Patrol for Persons Afterhours' status=Deleted; id=174 'VCH 2' status=Deleted
